Date,GSCI,SP,Ratio
21/01/05,331.93,1167.87,0.284220504
24/01/05,334.34,1163.75,0.287295983
25/01/05,338.17,1168.41,0.289431621
26/01/05,336.11,1174.07,0.28628012
27/01/05,334.79,1174.55,0.28503546
28/01/05,326.99,1171.36,0.27915517
31/01/05,331.48,1181.27,0.280615609
01/02/05,326.82,1189.41,0.274777327
02/02/05,323.83,1193.19,0.271396928
03/02/05,320.90,1189.89,0.269692577
04/02/05,320.35,1203.03,0.266287873
07/02/05,315.66,1201.72,0.262676247
08/02/05,318.10,1202.30,0.264578225
09/02/05,319.99,1191.99,0.268449484
10/02/05,328.81,1197.01,0.274690855
11/02/05,329.32,1205.30,0.27322484
14/02/05,330.34,1206.14,0.273884126
15/02/05,330.53,1210.12,0.273139689
16/02/05,334.12,1210.34,0.276052762
17/02/05,331.41,1200.75,0.276003498
18/02/05,334.60,1201.59,0.278467447
22/02/05,348.67,1184.16,0.294444416
23/02/05,350.04,1190.80,0.293950202
24/02/05,350.60,1200.20,0.292118397
25/02/05,352.91,1211.37,0.291333036
28/02/05,355.85,1203.60,0.295657278
01/03/05,355.08,1210.41,0.293357127
02/03/05,362.09,1210.08,0.299227572
03/03/05,364.78,1210.47,0.301350798
04/03/05,365.06,1222.12,0.298713383
07/03/05,365.34,1225.31,0.298158915
08/03/05,371.58,1219.43,0.304713104
09/03/05,373.67,1207.01,0.309583185
10/03/05,368.82,1209.25,0.30499632
11/03/05,374.00,1200.08,0.31164364
14/03/05,376.07,1206.83,0.311615886
15/03/05,378.58,1197.75,0.316079983
16/03/05,384.98,1188.07,0.324042102
17/03/05,384.82,1190.21,0.323316978
18/03/05,385.26,1189.65,0.323839028
21/03/05,385.14,1183.78,0.325349136
22/03/05,380.42,1171.71,0.324674877
23/03/05,371.67,1172.53,0.316982593
24/03/05,374.90,1171.42,0.320037049
28/03/05,372.29,1174.28,0.317036908
29/03/05,373.43,1165.36,0.320437461
30/03/05,374.26,1181.41,0.316792815
31/03/05,383.62,1180.59,0.324941004
01/04/05,391.60,1172.92,0.333864458
05/04/05,384.87,1181.39,0.325779802
06/04/05,382.91,1184.07,0.323384766
07/04/05,374.91,1191.14,0.314744698
08/04/05,370.11,1181.20,0.313330681
11/04/05,372.95,1181.21,0.315737591
12/04/05,367.66,1187.76,0.30953728
13/04/05,361.20,1173.79,0.307721143
14/04/05,364.41,1162.05,0.313588142
15/04/05,360.85,1142.62,0.31580928
18/04/05,357.84,1145.98,0.312258155
19/04/05,369.02,1152.78,0.320111643
20/04/05,372.43,1137.50,0.327408352
21/04/05,373.59,1159.95,0.322072676
22/04/05,378.83,1152.12,0.328815314
25/04/05,376.29,1162.10,0.32380518
26/04/05,374.49,1151.74,0.325150034
27/04/05,361.92,1156.38,0.312972639
28/04/05,362.03,1143.22,0.316673781
29/04/05,353.69,1156.85,0.305731426
02/05/05,357.14,1162.16,0.307309062
03/05/05,349.89,1161.17,0.301324182
04/05/05,352.60,1175.65,0.299915876
05/05/05,354.21,1172.63,0.30206297
06/05/05,354.72,1171.35,0.302826141
09/05/05,358.44,1178.84,0.304063147
10/05/05,361.46,1166.22,0.309943235
11/05/05,355.70,1171.11,0.303727745
12/05/05,348.01,1159.36,0.300176822
13/05/05,346.45,1154.05,0.300202244
16/05/05,344.48,1165.69,0.295515532
17/05/05,347.36,1173.80,0.295930482
18/05/05,342.47,1185.56,0.288867286
19/05/05,341.60,1191.08,0.286794338
20/05/05,341.03,1189.28,0.286752405
23/05/05,343.84,1193.86,0.288007388
24/05/05,345.75,1194.07,0.289554967
25/05/05,351.77,1190.01,0.295603734
26/05/05,352.08,1197.62,0.293980812
27/05/05,354.85,1198.78,0.296009193
31/05/05,354.89,1191.50,0.297849853
01/06/05,368.97,1202.27,0.306895207
02/06/05,366.12,1204.29,0.304010164
03/06/05,373.62,1196.02,0.312389927
06/06/05,373.83,1197.51,0.312174095
07/06/05,371.68,1197.26,0.310445851
08/06/05,366.57,1194.67,0.306837202
09/06/05,375.83,1200.93,0.312953128
10/06/05,372.45,1198.11,0.310863944
13/06/05,382.98,1200.82,0.318934811
14/06/05,379.88,1203.91,0.315538786
15/06/05,383.00,1206.58,0.317428517
16/06/05,387.48,1210.96,0.319976217
17/06/05,395.56,1216.96,0.325037553
20/06/05,399.06,1216.10,0.32814859
21/06/05,393.82,1213.61,0.324505319
22/06/05,389.87,1213.88,0.321176228
23/06/05,395.75,1200.73,0.329588167
24/06/05,396.65,1191.57,0.3328825
27/06/05,398.23,1190.69,0.334451285
28/06/05,387.13,1201.57,0.322182644
29/06/05,382.90,1199.85,0.319126307
30/06/05,379.79,1191.33,0.318793198
01/07/05,390.73,1194.44,0.327121831
05/07/05,398.58,1204.99,0.330774114
06/07/05,408.29,1194.94,0.341679415
07/07/05,404.55,1197.87,0.337724962
08/07/05,399.86,1211.86,0.329951645
11/07/05,396.21,1219.44,0.324915453
12/07/05,405.74,1222.21,0.331976174
13/07/05,403.47,1223.29,0.329823917
14/07/05,394.84,1226.50,0.321926947
15/07/05,396.75,1227.92,0.323106961
18/07/05,392.09,1221.13,0.32108547
19/07/05,391.87,1229.35,0.318762923
20/07/05,389.03,1235.20,0.31495442
21/07/05,383.46,1227.04,0.312506846
22/07/05,390.42,1233.68,0.316463751
25/07/05,391.02,1229.03,0.318153178
26/07/05,392.88,1231.16,0.319111976
27/07/05,394.32,1236.79,0.318826397
28/07/05,398.76,1243.72,0.320615653
29/07/05,402.00,1234.18,0.325721532
01/08/05,408.71,1235.35,0.330848262
02/08/05,411.85,1244.12,0.331033984
03/08/05,406.96,1245.04,0.326861868
04/08/05,409.81,1235.86,0.331599534
05/08/05,414.76,1226.42,0.338188956
08/08/05,422.42,1223.13,0.345363862
09/08/05,418.88,1231.38,0.340169972
10/08/05,430.55,1229.13,0.35028451
11/08/05,437.80,1237.81,0.353688207
12/08/05,441.01,1230.39,0.358431879
15/08/05,437.89,1233.87,0.354892817
16/08/05,438.26,1219.34,0.359425509
17/08/05,424.20,1220.24,0.34763481
18/08/05,420.72,1219.02,0.345131335
19/08/05,429.99,1219.71,0.352533471
22/08/05,432.30,1221.73,0.353844385
23/08/05,432.87,1217.57,0.3555219
24/08/05,441.09,1209.59,0.364662985
25/08/05,441.26,1212.39,0.363962091
26/08/05,436.01,1205.10,0.361801178
29/08/05,448.65,1212.28,0.370086366
30/08/05,467.57,1208.41,0.386928278
31/08/05,465.15,1220.33,0.381167963
01/09/05,475.25,1221.59,0.389044524
02/09/05,462.11,1218.02,0.379396315
06/09/05,454.59,1233.39,0.368570768
07/09/05,443.86,1236.36,0.359008218
08/09/05,444.47,1231.67,0.360869064
09/09/05,442.62,1241.48,0.356526807
12/09/05,435.79,1240.56,0.351288692
13/09/05,435.76,1231.20,0.353927307
14/09/05,447.61,1227.16,0.364752925
15/09/05,445.63,1227.73,0.362966695
16/09/05,435.33,1237.91,0.351661914
19/09/05,464.74,1231.02,0.377525954
20/09/05,457.29,1221.34,0.374414086
21/09/05,461.41,1210.20,0.381265741
22/09/05,463.32,1214.62,0.381450577
23/09/05,450.65,1215.29,0.370814044
26/09/05,462.10,1215.63,0.38013565
27/09/05,460.56,1215.66,0.378859303
28/09/05,473.23,1216.89,0.38888404
29/09/05,473.64,1227.68,0.385801105
30/09/05,469.56,1228.81,0.38212539
03/10/05,467.00,1226.70,0.380693324
04/10/05,460.71,1214.47,0.379350169
05/10/05,454.96,1196.39,0.380279675
06/10/05,442.73,1191.49,0.371577185
07/10/05,444.33,1195.90,0.371542186
10/10/05,443.53,1187.33,0.373553519
11/10/05,453.85,1184.87,0.383039658
12/10/05,456.36,1177.68,0.387509171
13/10/05,450.15,1176.84,0.382510452
14/10/05,445.68,1186.57,0.375604136
17/10/05,455.86,1190.10,0.383039408
18/10/05,446.40,1178.14,0.378902592
19/10/05,442.18,1195.76,0.369786747
20/10/05,432.57,1177.80,0.367269655
21/10/05,433.64,1179.59,0.367617138
24/10/05,430.71,1199.38,0.359111874
25/10/05,448.08,1196.54,0.374481756
26/10/05,438.77,1191.38,0.368286189
27/10/05,437.54,1178.90,0.371145899
28/10/05,434.97,1198.41,0.362959421
31/10/05,422.88,1207.01,0.35035037
01/11/05,421.05,1202.76,0.350066181
02/11/05,418.45,1214.76,0.344473229
03/11/05,427.85,1219.94,0.350714461
04/11/05,421.83,1220.14,0.345726064
07/11/05,421.29,1222.81,0.344524906
08/11/05,423.74,1218.59,0.347733036
09/11/05,422.85,1220.65,0.346412239
10/11/05,417.54,1230.96,0.339198837
11/11/05,420.38,1234.72,0.340461886
14/11/05,420.93,1233.76,0.341174945
15/11/05,416.44,1229.01,0.338843297
16/11/05,423.77,1231.21,0.344188562
17/11/05,417.21,1242.80,0.335700274
18/11/05,413.85,1248.27,0.331536527
21/11/05,414.83,1254.85,0.330583177
22/11/05,420.08,1261.23,0.333075252
23/11/05,417.51,1265.61,0.329886537
25/11/05,416.61,1268.25,0.328489888
28/11/05,410.15,1257.46,0.326176181
29/11/05,407.74,1257.48,0.324255257
30/11/05,415.91,1249.48,0.332865352
01/12/05,425.41,1264.67,0.336379134
02/12/05,434.23,1265.08,0.343244933
05/12/05,436.14,1262.09,0.345573295
06/12/05,433.58,1263.70,0.343102081
07/12/05,432.78,1257.37,0.344195424
08/12/05,447.48,1255.84,0.356322541
09/12/05,440.07,1259.37,0.349435988
12/12/05,451.52,1260.43,0.358230525
13/12/05,457.55,1267.43,0.361003606
14/12/05,451.89,1272.74,0.355050678
15/12/05,443.40,1270.94,0.348878389
16/12/05,434.19,1267.32,0.342603131
19/12/05,431.77,1259.92,0.342693981
20/12/05,432.17,1259.62,0.343096648
21/12/05,435.46,1262.79,0.344840314
22/12/05,428.68,1268.12,0.338041747
23/12/05,425.45,1268.66,0.335355336
27/12/05,417.01,1256.54,0.331871807
28/12/05,426.76,1258.17,0.339192955
29/12/05,427.14,1254.42,0.340505572
30/12/05,431.72,1248.29,0.345850243
03/01/06,438.18,1268.80,0.345349385
04/01/06,438.55,1273.46,0.344380193
05/01/06,432.10,1273.48,0.339308666
06/01/06,437.91,1285.45,0.340668326
09/01/06,433.59,1290.15,0.336076425
10/01/06,432.56,1289.69,0.335395017
11/01/06,432.88,1294.18,0.334485852
12/01/06,433.03,1286.06,0.336712129
13/01/06,434.42,1287.61,0.337381816
17/01/06,446.90,1282.93,0.348346753
18/01/06,440.70,1277.93,0.344854413
19/01/06,446.41,1285.04,0.347386618
20/01/06,454.65,1261.49,0.360406979
23/01/06,450.46,1263.82,0.356427656
24/01/06,447.06,1266.86,0.352889664
25/01/06,441.09,1264.68,0.348779138
26/01/06,442.12,1273.83,0.347079359
27/01/06,449.05,1283.72,0.349802994
30/01/06,456.67,1285.20,0.355327887
31/01/06,453.92,1280.08,0.354601509
01/02/06,445.35,1282.46,0.347261669
02/02/06,436.27,1270.84,0.343292232
03/02/06,440.73,1264.03,0.348671709
06/02/06,435.99,1265.02,0.344652417
07/02/06,426.60,1254.78,0.339977606
08/02/06,425.37,1265.65,0.336089045
09/02/06,426.36,1263.78,0.337368608
10/02/06,420.83,1266.99,0.332152345
13/02/06,418.43,1262.86,0.331339024
14/02/06,412.21,1275.53,0.323164724
15/02/06,405.47,1280.00,0.316771797
16/02/06,409.46,1289.38,0.317560455
17/02/06,416.17,1287.24,0.323305755
21/02/06,425.11,1283.03,0.331329041
22/02/06,415.78,1292.67,0.321646979
23/02/06,415.27,1287.79,0.32246593
24/02/06,423.94,1289.43,0.328782795
27/02/06,411.99,1294.12,0.318353708
28/02/06,415.86,1280.66,0.324725298
01/03/06,418.37,1291.24,0.324009169
02/03/06,427.05,1289.14,0.331266891
03/03/06,429.69,1287.23,0.333807944
06/03/06,420.10,1278.26,0.3286509
07/03/06,415.80,1275.88,0.325889504
08/03/06,410.96,1278.47,0.321449076
09/03/06,415.99,1272.23,0.326974682
10/03/06,415.19,1281.58,0.323966822
13/03/06,425.40,1284.13,0.33127783
14/03/06,434.08,1297.48,0.334553596
15/03/06,429.28,1303.02,0.329448051
16/03/06,433.90,1305.33,0.332406135
17/03/06,430.43,1307.25,0.329262651
20/03/06,420.03,1305.08,0.321838661
21/03/06,422.81,1297.23,0.32593557
22/03/06,419.31,1305.04,0.321298734
23/03/06,430.20,1301.67,0.330499051
24/03/06,432.01,1302.95,0.331561687
27/03/06,431.22,1301.61,0.331301004
28/03/06,439.80,1293.23,0.340081733
29/03/06,442.65,1302.89,0.339748405
30/03/06,447.38,1300.25,0.344070602
31/03/06,442.52,1294.83,0.341758378
03/04/06,445.18,1297.81,0.343022322
04/04/06,441.25,1305.93,0.33788105
05/04/06,446.65,1311.56,0.340550185
06/04/06,451.48,1309.04,0.344897253
07/04/06,448.56,1295.50,0.346246623
10/04/06,458.06,1296.60,0.353277418
11/04/06,461.95,1286.57,0.359054229
12/04/06,464.10,1288.12,0.360294771
13/04/06,469.21,1289.12,0.36397496
17/04/06,477.31,1285.33,0.371348214
18/04/06,487.83,1307.65,0.373055099
19/04/06,492.90,1309.93,0.376278503
20/04/06,488.05,1311.46,0.372141354
21/04/06,496.18,1311.28,0.378396757
24/04/06,485.92,1308.11,0.371463638
25/04/06,485.10,1301.74,0.372655753
26/04/06,481.23,1305.41,0.368642189
27/04/06,470.91,1309.72,0.359552194
28/04/06,474.79,1310.61,0.362263602
01/05/06,484.02,1305.19,0.370842942
02/05/06,488.93,1313.21,0.372312958
03/05/06,477.24,1307.85,0.364906908
04/05/06,469.87,1312.25,0.35806325
05/05/06,473.91,1325.76,0.357465529
08/05/06,471.96,1324.66,0.356288784
09/05/06,479.90,1325.14,0.362153886
10/05/06,491.84,1322.85,0.371804815
11/05/06,500.53,1305.92,0.383281135
12/05/06,492.06,1291.24,0.381072303
15/05/06,475.06,1294.50,0.366980379
16/05/06,475.85,1292.08,0.368278744
17/05/06,470.43,1270.32,0.370327477
18/05/06,472.06,1261.81,0.374112188
19/05/06,464.99,1267.03,0.366991389
22/05/06,469.94,1262.07,0.372357397
23/05/06,482.03,1256.58,0.383601601
24/05/06,467.57,1258.57,0.371511716
25/05/06,475.11,1272.88,0.373252231
26/05/06,477.62,1280.16,0.373092817
30/05/06,478.96,1259.84,0.380175816
31/05/06,474.55,1270.09,0.373638561
01/06/06,471.28,1285.71,0.366549144
02/06/06,482.14,1288.22,0.374271553
05/06/06,481.53,1265.29,0.380566431
06/06/06,478.01,1263.85,0.378215611
07/06/06,472.04,1256.15,0.375782908
08/06/06,468.75,1257.93,0.372635838
09/06/06,475.56,1252.30,0.37974998
12/06/06,471.10,1236.40,0.381027499
13/06/06,459.93,1223.69,0.375853443
14/06/06,462.52,1230.04,0.376023707
15/06/06,468.95,1256.16,0.373316775
16/06/06,469.61,1251.54,0.375222206
19/06/06,462.71,1240.14,0.37310731
20/06/06,461.16,1240.12,0.371871029
21/06/06,467.26,1252.20,0.373149417
22/06/06,469.55,1245.60,0.376965559
23/06/06,468.08,1244.50,0.376121655
26/06/06,472.71,1250.56,0.378002335
27/06/06,473.45,1239.20,0.382064477
28/06/06,473.47,1246.00,0.379988925
29/06/06,481.92,1272.87,0.378607085
30/06/06,484.68,1270.20,0.381574004
03/07/06,485.43,1280.19,0.379185902
05/07/06,489.08,1270.91,0.384828037
06/07/06,490.90,1274.08,0.385297862
07/07/06,484.71,1265.48,0.383028179
10/07/06,482.01,1267.34,0.38033519
11/07/06,488.67,1272.52,0.384017226
12/07/06,494.35,1258.60,0.392780788
13/07/06,504.97,1242.29,0.406485764
14/07/06,509.63,1236.20,0.412258777
17/07/06,496.67,1234.49,0.402331894
18/07/06,488.43,1236.86,0.394898291
19/07/06,486.47,1259.81,0.386142672
20/07/06,484.11,1249.13,0.387561503
21/07/06,484.07,1240.29,0.390285901
24/07/06,489.19,1260.91,0.387962662
25/07/06,483.94,1268.88,0.381392173
26/07/06,487.19,1268.40,0.384100284
27/07/06,491.65,1263.20,0.389213822
28/07/06,486.62,1278.55,0.380599194
31/07/06,498.25,1276.66,0.39027431
01/08/06,498.42,1270.92,0.392172049
02/08/06,505.63,1278.55,0.395471354
03/08/06,498.66,1280.27,0.389497528
04/08/06,497.00,1279.36,0.388475175
07/08/06,504.99,1275.77,0.395834437
08/08/06,503.37,1271.48,0.395894705
09/08/06,506.78,1265.95,0.400313283
10/08/06,495.28,1271.81,0.389425779
11/08/06,495.60,1266.74,0.391240191
14/08/06,487.26,1268.21,0.384211211
15/08/06,485.82,1285.58,0.377900947
16/08/06,482.24,1295.43,0.372263496
17/08/06,471.67,1297.48,0.363528455
18/08/06,475.12,1302.30,0.364829609
21/08/06,480.52,1297.52,0.37033695
22/08/06,482.33,1298.82,0.37135908
23/08/06,475.52,1292.99,0.367768892
24/08/06,479.10,1296.06,0.369661281
25/08/06,481.09,1295.09,0.371475187
28/08/06,468.41,1301.78,0.359826392
29/08/06,464.85,1304.28,0.35640292
30/08/06,464.27,1304.27,0.355958122
31/08/06,465.87,1303.82,0.357310058
01/09/06,459.01,1311.01,0.350120213
05/09/06,457.14,1313.25,0.348099676
06/09/06,453.26,1300.26,0.348590282
07/09/06,450.23,1294.02,0.347929166
08/09/06,446.41,1298.92,0.343678902
11/09/06,441.62,1299.54,0.339829786
12/09/06,437.24,1313.11,0.332980253
13/09/06,438.39,1318.07,0.332598876
14/09/06,433.73,1316.28,0.329508311
15/09/06,431.58,1319.87,0.326988946
18/09/06,434.97,1321.18,0.329230612
19/09/06,426.51,1318.31,0.323529671
20/09/06,418.32,1325.17,0.315674442
21/09/06,423.57,1318.03,0.321365295
22/09/06,418.02,1314.78,0.317936461
25/09/06,418.93,1326.37,0.315848067
26/09/06,419.20,1336.34,0.313690528
27/09/06,426.00,1336.59,0.318724441
28/09/06,426.63,1339.15,0.318582608
29/09/06,428.05,1335.85,0.320435154
02/10/06,420.17,1331.32,0.315606616
03/10/06,409.68,1334.11,0.307080226
04/10/06,413.81,1350.22,0.306476352
05/10/06,420.18,1353.22,0.310507235
06/10/06,422.78,1349.58,0.313266942
09/10/06,430.29,1350.66,0.318575215
10/10/06,426.50,1353.42,0.315127529
11/10/06,426.85,1349.95,0.316196452
12/10/06,429.89,1362.83,0.315442645
13/10/06,434.76,1365.62,0.318361623
16/10/06,444.44,1369.05,0.324631387
17/10/06,440.21,1364.05,0.322719622
18/10/06,434.07,1365.96,0.317777021
19/10/06,439.84,1366.96,0.321764572
20/10/06,435.27,1368.60,0.318040625
23/10/06,432.35,1377.02,0.313975251
24/10/06,435.89,1377.38,0.316461761
25/10/06,447.01,1382.22,0.32339794
26/10/06,441.28,1389.08,0.317678032
27/10/06,441.86,1377.34,0.320803723
30/10/06,428.43,1377.93,0.310921019
31/10/06,429.22,1377.94,0.31149709
01/11/06,429.56,1367.81,0.314051074
02/11/06,428.24,1367.34,0.3131886
03/11/06,434.04,1364.30,0.318143737
06/11/06,437.10,1379.78,0.316791155
07/11/06,436.33,1382.84,0.315529924
08/11/06,442.28,1385.72,0.319172993
09/11/06,452.52,1378.33,0.328309694
10/11/06,444.16,1380.90,0.321646318
13/11/06,441.78,1384.42,0.319111036
14/11/06,441.11,1393.22,0.316615107
15/11/06,445.28,1396.57,0.318840373
16/11/06,434.56,1399.76,0.310456293
17/11/06,436.96,1401.20,0.311844847
20/11/06,437.07,1400.50,0.312078044
21/11/06,445.00,1402.81,0.31722008
22/11/06,438.53,1406.09,0.311876907
24/11/06,441.91,1400.95,0.315432385
27/11/06,446.79,1381.90,0.323318764
28/11/06,450.13,1386.72,0.324598189
29/11/06,458.62,1399.48,0.327710221
30/11/06,463.66,1400.63,0.331033464
01/12/06,462.42,1396.71,0.331077103
04/12/06,453.13,1409.12,0.321566226
05/12/06,453.19,1414.76,0.320331364
06/12/06,449.25,1412.90,0.317959587
07/12/06,449.50,1407.29,0.319406519
08/12/06,448.15,1409.84,0.317869687
11/12/06,445.45,1413.04,0.315241111
12/12/06,444.49,1411.56,0.314894372
13/12/06,446.85,1413.21,0.316193276
14/12/06,452.50,1425.49,0.317436952
15/12/06,453.04,1427.09,0.317457974
18/12/06,445.08,1422.48,0.312892202
19/12/06,447.94,1425.55,0.314223984
20/12/06,447.62,1423.53,0.314444655
21/12/06,443.09,1418.30,0.312408658
22/12/06,442.29,1410.76,0.313515056
26/12/06,433.89,1416.90,0.306224292
27/12/06,431.05,1426.84,0.302102899
28/12/06,432.35,1424.73,0.303462972
29/12/06,433.65,1418.30,0.305750899
03/01/07,417.23,1416.60,0.294526542
04/01/07,405.26,1418.34,0.285727047
05/01/07,406.35,1409.71,0.288253967
08/01/07,406.82,1412.84,0.287948105
09/01/07,406.05,1412.11,0.287551253
10/01/07,403.37,1414.85,0.285096229
11/01/07,395.42,1423.83,0.277712578
12/01/07,402.41,1430.73,0.281259707
16/01/07,394.76,1431.90,0.275688665
17/01/07,397.96,1430.62,0.278170933
18/01/07,392.65,1426.37,0.275280818
19/01/07,402.58,1430.50,0.281427053
22/01/07,402.50,1422.95,0.282864261
23/01/07,414.74,1427.99,0.290433757
24/01/07,414.46,1440.13,0.287792283
25/01/07,408.76,1423.90,0.287071424
26/01/07,414.31,1422.18,0.29132093
29/01/07,405.20,1420.62,0.285225676
30/01/07,420.67,1428.82,0.294414552
31/01/07,427.22,1438.24,0.297042079
01/02/07,422.53,1445.94,0.292217865
02/02/07,427.71,1448.39,0.295300575
05/02/07,427.62,1446.99,0.295524779
06/02/07,427.75,1448.00,0.295408564
07/02/07,423.65,1450.02,0.292166591
08/02/07,433.64,1448.31,0.299411314
09/02/07,436.62,1438.06,0.303619738
12/02/07,424.85,1433.37,0.296398418
13/02/07,434.36,1444.26,0.300751527
14/02/07,428.01,1455.30,0.294101285
15/02/07,429.17,1456.81,0.294598541
16/02/07,436.49,1455.54,0.299878396
20/02/07,431.49,1459.68,0.295603557
21/02/07,439.41,1457.63,0.301458326
22/02/07,446.84,1456.38,0.306816628
23/02/07,450.03,1451.19,0.310112322
26/02/07,450.96,1449.37,0.311140082
27/02/07,449.28,1399.04,0.321133063
28/02/07,448.49,1406.82,0.318797998
01/03/07,448.51,1403.17,0.319641669
02/03/07,445.60,1387.17,0.3212315
05/03/07,437.39,1374.12,0.318304078
06/03/07,441.55,1395.41,0.316429437
07/03/07,448.70,1391.97,0.322350482
08/03/07,449.86,1401.89,0.32089201
09/03/07,443.22,1402.85,0.315939623
12/03/07,440.14,1406.60,0.312909356
13/03/07,439.29,1377.95,0.318800392
14/03/07,440.35,1387.17,0.317444437
15/03/07,438.81,1392.28,0.315176617
16/03/07,438.06,1386.95,0.315841883
19/03/07,437.82,1402.06,0.312268377
20/03/07,436.40,1410.94,0.309300112
21/03/07,438.50,1435.04,0.305564305
22/03/07,448.76,1434.54,0.312823832
23/03/07,449.43,1436.11,0.312952002
26/03/07,453.37,1437.50,0.315386504
27/03/07,454.09,1428.61,0.317857568
28/03/07,459.88,1417.23,0.324488897
29/03/07,468.15,1422.53,0.329096891
30/03/07,468.12,1420.86,0.329458919
02/04/07,467.16,1424.55,0.327938086
03/04/07,462.32,1437.77,0.321556299
04/04/07,465.94,1439.37,0.323711763
05/04/07,466.79,1443.76,0.323313432
09/04/07,459.32,1444.61,0.317954188
10/04/07,466.67,1448.39,0.322197129
11/04/07,468.95,1438.87,0.325917421
12/04/07,475.72,1447.80,0.328578188
13/04/07,477.84,1452.85,0.328897202
16/04/07,471.88,1468.47,0.321340919
17/04/07,467.26,1471.48,0.317546892
18/04/07,466.67,1472.50,0.316921698
19/04/07,463.81,1470.73,0.315359243
20/04/07,467.16,1484.35,0.314725637
23/04/07,475.31,1480.93,0.32095359
24/04/07,469.27,1480.41,0.316984822
25/04/07,476.47,1495.42,0.31861798
26/04/07,471.15,1494.25,0.315306207
27/04/07,477.69,1494.07,0.319721834
30/04/07,474.46,1482.37,0.320071305
01/05/07,470.97,1486.30,0.316875934
02/05/07,467.17,1495.92,0.312294107
03/05/07,467.96,1502.39,0.311478977
04/05/07,465.71,1505.62,0.309317623
07/05/07,457.43,1509.48,0.303038132
08/05/07,458.00,1507.72,0.303769931
09/05/07,454.84,1512.58,0.300704756
10/05/07,464.84,1491.47,0.311667013
11/05/07,472.12,1505.85,0.313526181
14/05/07,469.69,1503.15,0.312471144
15/05/07,473.76,1501.19,0.315589632
16/05/07,471.05,1514.14,0.311103134
17/05/07,478.58,1512.75,0.31636622
18/05/07,477.37,1522.75,0.313491381
21/05/07,482.67,1525.10,0.316482854
22/05/07,474.64,1524.12,0.311419836
23/05/07,475.78,1522.28,0.312541188
24/05/07,471.40,1507.51,0.312699087
25/05/07,475.65,1515.73,0.313807208
29/05/07,465.36,1518.11,0.306539711
30/05/07,467.59,1530.23,0.30557145
31/05/07,470.65,1530.62,0.307488469
01/06/07,475.76,1536.34,0.309668433
04/06/07,483.24,1539.18,0.313961655
05/06/07,480.41,1530.95,0.313796074
06/06/07,479.98,1517.38,0.316322345
07/06/07,482.48,1490.72,0.323657494
08/06/07,471.16,1507.67,0.312507512
11/06/07,479.24,1509.12,0.317565204
12/06/07,477.34,1493.00,0.319718084
13/06/07,483.64,1515.67,0.319092019
14/06/07,492.48,1522.97,0.323370979
15/06/07,495.60,1532.91,0.323306261
18/06/07,498.03,1531.05,0.325283433
19/06/07,493.36,1533.70,0.321679142
20/06/07,490.62,1512.84,0.324304024
21/06/07,489.18,1522.19,0.321365795
22/06/07,488.81,1502.56,0.325319921
25/06/07,487.92,1497.74,0.325773632
26/06/07,481.15,1492.89,0.322294342
27/06/07,485.28,1506.34,0.322157016
28/06/07,485.52,1505.71,0.32244921
29/06/07,489.15,1503.35,0.325374663
02/07/07,492.03,1519.43,0.323823407
03/07/07,493.05,1524.87,0.323339695
05/07/07,496.97,1525.40,0.325797168
06/07/07,500.66,1530.44,0.327132785
09/07/07,499.91,1531.85,0.326345269
10/07/07,504.66,1510.12,0.334186025
11/07/07,503.76,1518.76,0.331694277
12/07/07,504.71,1547.70,0.326103831
13/07/07,509.59,1552.50,0.328240902
16/07/07,504.15,1549.52,0.325360112
17/07/07,501.37,1549.37,0.323598624
18/07/07,509.86,1546.17,0.32975546
19/07/07,514.71,1553.08,0.331411775
20/07/07,513.13,1534.10,0.334480151
23/07/07,505.53,1541.57,0.327929319
24/07/07,499.69,1511.04,0.330694091
25/07/07,505.81,1518.09,0.333187756
26/07/07,502.50,1482.66,0.338915193
27/07/07,509.65,1458.95,0.349327256
30/07/07,509.99,1473.91,0.346010272
31/07/07,515.94,1455.27,0.354532836
01/08/07,508.94,1465.81,0.347210075
02/08/07,508.87,1472.20,0.345649368
03/08/07,503.22,1433.06,0.351153476
06/08/07,489.13,1467.67,0.333269059
07/08/07,491.33,1476.71,0.332719356
08/08/07,490.83,1497.49,0.327771003
09/08/07,489.49,1453.09,0.336863512
10/08/07,489.82,1453.64,0.336959632
13/08/07,491.47,1452.92,0.338260882
14/08/07,493.10,1426.54,0.345662232
15/08/07,496.96,1406.70,0.353281439
16/08/07,481.95,1411.27,0.341503043
17/08/07,489.07,1445.94,0.33823741
20/08/07,480.81,1445.55,0.332613192
21/08/07,475.29,1447.12,0.328436481
22/08/07,475.46,1464.07,0.3247495
23/08/07,479.97,1462.50,0.328185983
24/08/07,485.24,1479.37,0.328001109
27/08/07,486.48,1466.79,0.331660292
28/08/07,485.60,1432.36,0.339018124
29/08/07,492.35,1463.76,0.336361835
30/08/07,493.02,1457.64,0.338228918
31/08/07,495.30,1473.99,0.336029756
04/09/07,501.27,1489.42,0.336553826
05/09/07,503.84,1472.29,0.342217905
06/09/07,506.20,1478.55,0.342360421
07/09/07,507.45,1453.55,0.34911355
10/09/07,513.17,1451.70,0.353495144
11/09/07,519.20,1471.49,0.352838959
12/09/07,527.76,1471.56,0.358637093
13/09/07,527.03,1483.95,0.355155497
